"HumanGene"	"MouseGene"	"HomologyID"	"transID"
"MAD2L1"	"Mad2l1"	1768	"ENST00000296509_ENSG00000164109_MAD2L1"
"MAD2L1BP"	"Mad2l1bp"	11990	"ENST00000451025_ENSG00000124688_MAD2L1BP"
"MAD2L2"	"Mad2l2"	4624	"ENST00000376667_ENSG00000116670_MAD2L2"
"MADCAM1"	"Madcam1"	8413	"ENST00000215637_ENSG00000099866_MADCAM1"
"MADD"	"Madd"	14249	"ENST00000311027_ENSG00000110514_MADD"
"MAEA"	"Maea"	4298	"ENST00000303400_ENSG00000090316_MAEA"
"MAEL"	"Mael"	13143	"ENST00000367872_ENSG00000143194_MAEL"
"MAF"	"Maf"	74552	"ENST00000326043_ENSG00000178573_MAF"
"MAF1"	"Maf1"	49867	"ENST00000322428_ENSG00000179632_MAF1"
"MAFA"	"Mafa"	65867	"ENST00000333480_ENSG00000182759_MAFA"
"MAFB"	"Mafb"	31315	"ENST00000373313_ENSG00000204103_MAFB"
"MAFF"	"Maff"	7825	"ENST00000426621_ENSG00000185022_MAFF"
"MAFG"	"Mafg"	81816	"ENST00000357736_ENSG00000197063_MAFG"
"MAFK"	"Mafk"	1770	"ENST00000343242_ENSG00000198517_MAFK"
"MAG"	"Mag"	1771	"ENST00000392213_ENSG00000105695_MAG"
"MAGEA1"	"Magea1"	23188	"ENST00000356661_ENSG00000198681_MAGEA1"
"MAGEA10"	"Magea10"	121621	"ENST00000370323_ENSG00000124260_MAGEA10"
"MAGEA11"	"Magea4"	121637	"ENST00000355220_ENSG00000185247_MAGEA11"
"MAGEA11"	"4930550L24Rik"	121637	"ENST00000355220_ENSG00000185247_MAGEA11"
"MAGEA2"	"Magea2"	23188	"ENST00000620710_ENSG00000268606_MAGEA2"
"MAGEA3"	"Magea3"	23188	"ENST00000370278_ENSG00000221867_MAGEA3"
"MAGEA4"	"Magea9"	74435	"ENST00000360243_ENSG00000147381_MAGEA4"
"MAGEA5"	"Magea5"	23188	NA
"MAGEA6"	"Magea6"	23188	"ENST00000329342_ENSG00000197172_MAGEA6"
"MAGEA8"	"Magea8"	23188	"ENST00000286482_ENSG00000156009_MAGEA8"
"MAGEB1"	"Mageb3"	137208	"ENST00000378981_ENSG00000214107_MAGEB1"
"MAGEB16"	"Mageb16"	72569	"ENST00000399989_ENSG00000189023_MAGEB16"
"MAGEB16"	"2410003J06Rik"	72569	"ENST00000399989_ENSG00000189023_MAGEB16"
"MAGEB17"	"EG236891"	87618	"ENST00000400004_ENSG00000182798_MAGEB17"
"MAGEB17"	"Gm5072"	136060	"ENST00000400004_ENSG00000182798_MAGEB17"
"MAGEB18"	"Mageb18"	18344	"ENST00000325250_ENSG00000176774_MAGEB18"
"MAGEB2"	"CN716893"	121712	"ENST00000378988_ENSG00000099399_MAGEB2"
"MAGEB2"	"Mageb4"	134515	"ENST00000378988_ENSG00000099399_MAGEB2"
"MAGEB3"	"EG436212"	68252	"ENST00000361644_ENSG00000198798_MAGEB3"
"MAGEB4"	"Mageb2"	117952	"ENST00000378982_ENSG00000120289_MAGEB4"
"MAGEB5"	"Mageb5"	19760	"ENST00000602297_ENSG00000188408_MAGEB5"
"MAGED1"	"Maged1"	5077	"ENST00000375772_ENSG00000179222_MAGED1"
"MAGED2"	"Maged2"	12750	"ENST00000375058_ENSG00000102316_MAGED2"
"MAGEE1"	"Magee1"	10856	"ENST00000361470_ENSG00000198934_MAGEE1"
"MAGEE2"	"Magee2"	16338	"ENST00000373359_ENSG00000186675_MAGEE2"
"MAGEH1"	"Mageh1"	8545	"ENST00000342972_ENSG00000187601_MAGEH1"
"MAGEL2"	"Magel2"	8460	"ENST00000532292_ENSG00000254585_MAGEL2"
"MAGI1"	"Magi1"	31257	"ENST00000402939_ENSG00000151276_MAGI1"
"MAGI2"	"Magi2"	8189	"ENST00000354212_ENSG00000187391_MAGI2"
"MAGI3"	"Magi3"	26431	"ENST00000307546_ENSG00000081026_MAGI3"
"MAGIX"	"Pdzx"	10311	"ENST00000595224_ENSG00000269313_MAGIX"
"MAGIX"	"Magix"	10311	"ENST00000595224_ENSG00000269313_MAGIX"
"MAGOH"	"Magoh"	1776	"ENST00000371470_ENSG00000162385_MAGOH"
"MAGOHB"	"Magohb"	56794	"ENST00000320756_ENSG00000111196_MAGOHB"
"MAGOHB"	"2010012C16Rik"	56794	"ENST00000320756_ENSG00000111196_MAGOHB"
"MAGT1"	"Magt1"	100678	"ENST00000610432_ENSG00000102158_MAGT1"
"MAGT1"	"2610529C04Rik"	100678	"ENST00000610432_ENSG00000102158_MAGT1"
"MAIP1"	"Maip1"	11565	"ENST00000295079_ENSG00000162972_MAIP1"
"MAJIN"	"Majin"	78163	"ENST00000301896_ENSG00000168070_MAJIN"
"MAK"	"Mak"	31344	"ENST00000313243_ENSG00000111837_MAK"
"MAK10"	"Mak10"	5781	NA
"MAK16"	"Rbm13"	5296	"ENST00000360128_ENSG00000198042_MAK16"
"MAK16"	"Mak16"	5296	"ENST00000360128_ENSG00000198042_MAK16"
"MAL"	"Mal"	7827	"ENST00000309988_ENSG00000172005_MAL"
"MAL2"	"Mal2"	14167	"ENST00000614891_ENSG00000147676_MAL2"
"MALL"	"Mall"	3965	"ENST00000272462_ENSG00000144063_MALL"
"MALRD1"	"Malrd1"	136214	"ENST00000454679_ENSG00000204740_MALRD1"
"MALSU1"	"Malsu1"	16317	"ENST00000466681_ENSG00000156928_MALSU1"
"MALT1"	"Malt1"	4938	"ENST00000649217_ENSG00000172175_MALT1"
"MAMDC2"	"Mamdc2"	17722	"ENST00000377182_ENSG00000165072_MAMDC2"
"MAMDC4"	"Mamdc4"	17102	"ENST00000317446_ENSG00000177943_MAMDC4"
"MAML1"	"Maml1"	8845	"ENST00000292599_ENSG00000161021_MAML1"
"MAML2"	"Maml2"	41868	"ENST00000524717_ENSG00000184384_MAML2"
"MAML3"	"Maml3"	41284	"ENST00000509479_ENSG00000196782_MAML3"
"MAMLD1"	"Mamld1"	135712	"ENST00000432680_ENSG00000013619_MAMLD1"
"MAMLD1"	"G630014P10Rik"	4010	"ENST00000432680_ENSG00000013619_MAMLD1"
"MAMSTR"	"Mamstr"	77700	"ENST00000318083_ENSG00000176909_MAMSTR"
"MAN1A1"	"Man1a"	4316	"ENST00000368468_ENSG00000111885_MAN1A1"
"MAN1A2"	"Man1a2"	55982	"ENST00000356554_ENSG00000198162_MAN1A2"
"MAN1B1"	"Man1b1"	5230	"ENST00000371589_ENSG00000177239_MAN1B1"
"MAN1C1"	"Man1c1"	69303	"ENST00000374332_ENSG00000117643_MAN1C1"
"MAN2A1"	"Man2a1"	1777	"ENST00000261483_ENSG00000112893_MAN2A1"
"MAN2A2"	"Man2a2"	55954	"ENST00000559717_ENSG00000196547_MAN2A2"
"MAN2B1"	"Man2b1"	37322	"ENST00000456935_ENSG00000104774_MAN2B1"
"MAN2B2"	"Man2b2"	7411	"ENST00000285599_ENSG00000013288_MAN2B2"
"MAN2C1"	"Man2c1"	4887	"ENST00000565683_ENSG00000140400_MAN2C1"
"MANBA"	"Manba"	4317	"ENST00000226578_ENSG00000109323_MANBA"
"MANBAL"	"Manbal"	41466	"ENST00000373606_ENSG00000101363_MANBAL"
"MANEA"	"Manea"	11636	"ENST00000358812_ENSG00000172469_MANEA"
"MANEAL"	"Maneal"	17597	"ENST00000373045_ENSG00000185090_MANEAL"
"MANEAL"	"Gm50"	17597	"ENST00000373045_ENSG00000185090_MANEAL"
"MANF"	"Manf"	4383	"ENST00000528157_ENSG00000145050_MANF"
"MANSC1"	"Mansc1"	49522	"ENST00000535902_ENSG00000111261_MANSC1"
"MANSC4"	"Mansc4"	86837	"ENST00000381273_ENSG00000205693_MANSC4"
"MAOA"	"Maoa"	203	"ENST00000338702_ENSG00000189221_MAOA"
"MAOB"	"Maob"	20251	"ENST00000378069_ENSG00000069535_MAOB"
"MAP10"	"Map10"	10416	"ENST00000418460_ENSG00000212916_MAP10"
"MAP11"	"Map11"	10106	NA
"MAP1A"	"Mtap1a"	1778	"ENST00000300231_ENSG00000166963_MAP1A"
"MAP1A"	"Map1a"	1778	"ENST00000300231_ENSG00000166963_MAP1A"
"MAP1B"	"Map1b"	38111	"ENST00000296755_ENSG00000131711_MAP1B"
"MAP1B"	"Mtap1b"	38111	"ENST00000296755_ENSG00000131711_MAP1B"
"MAP1D"	"Metapl1"	11987	NA
"MAP1LC3A"	"Map1lc3a"	12021	"ENST00000374837_ENSG00000101460_MAP1LC3A"
"MAP1LC3B"	"Map1lc3b"	69359	"ENST00000268607_ENSG00000140941_MAP1LC3B"
"MAP1S"	"Map1s"	10047	"ENST00000324096_ENSG00000130479_MAP1S"
"MAP1S"	"Mtap1s"	10047	"ENST00000324096_ENSG00000130479_MAP1S"
"MAP2"	"Map2"	1779	"ENST00000199940_ENSG00000078018_MAP2"
"MAP2"	"Mtap2"	1779	"ENST00000199940_ENSG00000078018_MAP2"
"MAP2K1"	"Map2k1"	2063	"ENST00000307102_ENSG00000169032_MAP2K1"
"MAP2K2"	"Map2k2"	48591	"ENST00000262948_ENSG00000126934_MAP2K2"
"MAP2K3"	"Map2k3"	56430	"ENST00000342679_ENSG00000034152_MAP2K3"
"MAP2K4"	"Map2k4"	48159	"ENST00000415385_ENSG00000065559_MAP2K4"
"MAP2K5"	"Map2k5"	115933	"ENST00000178640_ENSG00000137764_MAP2K5"
"MAP2K6"	"Map2k6"	55686	"ENST00000590474_ENSG00000108984_MAP2K6"
"MAP2K7"	"Map2k7"	56548	"ENST00000397983_ENSG00000076984_MAP2K7"
"MAP3K1"	"Map3k1"	8056	"ENST00000399503_ENSG00000095015_MAP3K1"
"MAP3K10"	"Map3k10"	1834	"ENST00000253055_ENSG00000130758_MAP3K10"
"MAP3K11"	"Map3k11"	37618	"ENST00000309100_ENSG00000173327_MAP3K11"
"MAP3K12"	"Map3k12"	4592	"ENST00000547488_ENSG00000139625_MAP3K12"
"MAP3K13"	"Map3k13"	37958	"ENST00000265026_ENSG00000073803_MAP3K13"
"MAP3K14"	"Map3k14"	2940	"ENST00000648527_ENSG00000006062_MAP3K14"
"MAP3K15"	"Map3k15"	50401	"ENST00000338883_ENSG00000180815_MAP3K15"
"MAP3K19"	"Map3k19"	19318	"ENST00000375845_ENSG00000176601_MAP3K19"
"MAP3K2"	"Map3k2"	74576	"ENST00000344908_ENSG00000169967_MAP3K2"
"MAP3K20"	"Map3k20"	32331	"ENST00000375213_ENSG00000091436_MAP3K20"
"MAP3K21"	"Map3k21"	32778	"ENST00000366624_ENSG00000143674_MAP3K21"
"MAP3K3"	"Map3k3"	69110	"ENST00000361357_ENSG00000198909_MAP3K3"
"MAP3K4"	"Map3k4"	31346	"ENST00000392142_ENSG00000085511_MAP3K4"
"MAP3K5"	"Map3k5"	38114	"ENST00000359015_ENSG00000197442_MAP3K5"
"MAP3K6"	"Map3k6"	3435	"ENST00000493901_ENSG00000142733_MAP3K6"
"MAP3K7"	"Map3k7"	37743	"ENST00000369329_ENSG00000135341_MAP3K7"
"MAP3K7CL"	"Map3k7cl"	23198	"ENST00000341618_ENSG00000156265_MAP3K7CL"
"MAP3K7IP1"	"Map3k7ip1"	4461	NA
"MAP3K7IP2"	"Map3k7ip2"	9019	NA
"MAP3K7IP3"	"Map3k7ip3"	17673	NA
"MAP3K8"	"Map3k8"	3812	"ENST00000263056_ENSG00000107968_MAP3K8"
"MAP3K9"	"Map3k9"	76377	"ENST00000555993_ENSG00000006432_MAP3K9"
"MAP4"	"Mtap4"	1780	"ENST00000360240_ENSG00000047849_MAP4"
"MAP4"	"Map4"	1780	"ENST00000360240_ENSG00000047849_MAP4"
"MAP4K1"	"Map4k1"	5199	"ENST00000591517_ENSG00000104814_MAP4K1"
"MAP4K2"	"Map4k2"	3370	"ENST00000294066_ENSG00000168067_MAP4K2"
"MAP4K3"	"Map4k3"	2683	"ENST00000263881_ENSG00000011566_MAP4K3"
"MAP4K4"	"Map4k4"	7442	"ENST00000347699_ENSG00000071054_MAP4K4"
"MAP4K5"	"Map4k5"	38199	"ENST00000013125_ENSG00000012983_MAP4K5"
"MAP6"	"Map6"	7850	"ENST00000304771_ENSG00000171533_MAP6"
"MAP6"	"Mtap6"	7850	"ENST00000304771_ENSG00000171533_MAP6"
"MAP6D1"	"Map6d1"	11763	"ENST00000318631_ENSG00000180834_MAP6D1"
"MAP7"	"Map7"	20851	"ENST00000617204_ENSG00000135525_MAP7"
"MAP7"	"Mtap7"	20851	"ENST00000617204_ENSG00000135525_MAP7"
"MAP7D1"	"Mtap7d1"	17009	"ENST00000373151_ENSG00000116871_MAP7D1"
"MAP7D1"	"Map7d1"	17009	"ENST00000373151_ENSG00000116871_MAP7D1"
"MAP7D2"	"Map7d2"	45149	"ENST00000379643_ENSG00000184368_MAP7D2"
"MAP7D2"	"Mtap7d2"	45149	"ENST00000379643_ENSG00000184368_MAP7D2"
"MAP7D3"	"Mtap7d3"	18568	"ENST00000370661_ENSG00000129680_MAP7D3"
"MAP7D3"	"Map7d3"	18568	"ENST00000370661_ENSG00000129680_MAP7D3"
"MAP9"	"Map9"	41591	"ENST00000311277_ENSG00000164114_MAP9"
"MAP9"	"Mtap9"	41591	"ENST00000311277_ENSG00000164114_MAP9"
"MAPK1"	"Mapk1"	37670	"ENST00000215832_ENSG00000100030_MAPK1"
"MAPK10"	"Mapk10"	56439	"ENST00000641170_ENSG00000109339_MAPK10"
"MAPK11"	"Mapk11"	55684	"ENST00000330651_ENSG00000185386_MAPK11"
"MAPK12"	"Mapk12"	55705	"ENST00000215659_ENSG00000188130_MAPK12"
"MAPK13"	"Mapk13"	48133	"ENST00000211287_ENSG00000156711_MAPK13"
"MAPK14"	"Mapk14"	31777	"ENST00000229794_ENSG00000112062_MAPK14"
"MAPK15"	"Mapk15"	16371	"ENST00000338033_ENSG00000181085_MAPK15"
"MAPK1IP1L"	"C130032J12Rik"	44893	"ENST00000395468_ENSG00000168175_MAPK1IP1L"
"MAPK1IP1L"	"Mapk1ip1l"	44893	"ENST00000395468_ENSG00000168175_MAPK1IP1L"
"MAPK3"	"Mapk3"	55682	"ENST00000263025_ENSG00000102882_MAPK3"
"MAPK4"	"Mapk4"	2058	"ENST00000400384_ENSG00000141639_MAPK4"
"MAPK6"	"Mapk6"	55683	"ENST00000261845_ENSG00000069956_MAPK6"
"MAPK7"	"Mapk7"	2060	"ENST00000308406_ENSG00000166484_MAPK7"
"MAPK8"	"Mapk8"	56760	"ENST00000374189_ENSG00000107643_MAPK8"
"MAPK8IP1"	"Mapk8ip1"	31314	"ENST00000241014_ENSG00000121653_MAPK8IP1"
"MAPK8IP2"	"Mapk8ip2"	8201	"ENST00000329492_ENSG00000008735_MAPK8IP2"
"MAPK8IP3"	"Mapk8ip3"	22790	"ENST00000610761_ENSG00000138834_MAPK8IP3"
"MAPK9"	"Mapk9"	55685	"ENST00000452135_ENSG00000050748_MAPK9"
"MAPKAP1"	"Mapkap1"	11473	"ENST00000265960_ENSG00000119487_MAPKAP1"
"MAPKAPK2"	"Mapkapk2"	56412	"ENST00000367103_ENSG00000162889_MAPKAPK2"
"MAPKAPK3"	"Mapkapk3"	55836	"ENST00000446044_ENSG00000114738_MAPKAPK3"
"MAPKAPK5"	"Mapkapk5"	69077	"ENST00000551404_ENSG00000089022_MAPKAPK5"
"MAPKBP1"	"Mapkbp1"	69109	"ENST00000456763_ENSG00000137802_MAPKBP1"
"MAPKSP1"	"EG545987"	10539	NA
"MAPRE1"	"Mapre1"	56129	"ENST00000375571_ENSG00000101367_MAPRE1"
"MAPRE2"	"Mapre2"	75027	"ENST00000300249_ENSG00000166974_MAPRE2"
"MAPRE3"	"Mapre3"	56565	"ENST00000233121_ENSG00000084764_MAPRE3"
"MAPT"	"Mapt"	74962	"ENST00000344290_ENSG00000186868_MAPT"
"MARCH2"	"March2"	9539	"ENST00000381035_ENSG00000099785_MARCH2"
"MARCH3"	"March3"	35310	"ENST00000308660_ENSG00000173926_MARCH3"
"MARCH4"	"March4"	66199	"ENST00000273067_ENSG00000144583_MARCH4"
"MARCH5"	"March5"	9862	"ENST00000358935_ENSG00000198060_MARCH5"
"MARCH6"	"March6"	4301	"ENST00000274140_ENSG00000145495_MARCH6"
"MARCH7"	"March7"	10753	"ENST00000409175_ENSG00000136536_MARCH7"
"MARCH9"	"March9"	34705	"ENST00000266643_ENSG00000139266_MARCH9"
"MARCHF1"	"Marchf1"	113749	NA
"MARCHF10"	"Marchf10"	34988	NA
"MARCHF11"	"Marchf11"	45584	NA
"MARCHF2"	"Marchf2"	9539	NA
"MARCHF3"	"Marchf3"	35310	NA
"MARCHF4"	"Marchf4"	66199	NA
"MARCHF5"	"Marchf5"	9862	NA
"MARCHF6"	"Marchf6"	4301	NA
"MARCHF7"	"Marchf7"	10753	NA
"MARCHF8"	"Marchf8"	12412	NA
"MARCHF9"	"Marchf9"	34705	NA
"MARCKS"	"Marcks"	40623	"ENST00000612661_ENSG00000277443_MARCKS"
"MARCKSL1"	"Marcksl1"	40748	"ENST00000329421_ENSG00000175130_MARCKSL1"
"MARCO"	"Marco"	4928	"ENST00000327097_ENSG00000019169_MARCO"
"MARF1"	"Marf1"	40967	"ENST00000396368_ENSG00000166783_MARF1"
"MARK1"	"Mark1"	49552	"ENST00000611084_ENSG00000116141_MARK1"
"MARK2"	"Mark2"	69013	"ENST00000402010_ENSG00000072518_MARK2"
"MARK3"	"Mark3"	55653	"ENST00000429436_ENSG00000075413_MARK3"
"MARK4"	"Mark4"	57146	"ENST00000262891_ENSG00000007047_MARK4"
"MARS"	"Mars"	90878	"ENST00000262027_ENSG00000166986_MARS"
"MARS1"	"Mars1"	90878	NA
"MARS2"	"Mars2"	6009	"ENST00000282276_ENSG00000247626_MARS2"
"MARVELD1"	"Marveld1"	12881	"ENST00000285605_ENSG00000155254_MARVELD1"
"MARVELD2"	"Marveld2"	27037	"ENST00000325631_ENSG00000152939_MARVELD2"
"MARVELD3"	"Marveld3"	12504	"ENST00000299952_ENSG00000140832_MARVELD3"
"MAS1"	"Mas1"	1782	"ENST00000252660_ENSG00000130368_MAS1"
"MASP1"	"Masp1"	88793	"ENST00000337774_ENSG00000127241_MASP1"
"MASP2"	"Masp2"	4819	"ENST00000400897_ENSG00000009724_MASP2"
"MAST1"	"Mast1"	10543	"ENST00000251472_ENSG00000105613_MAST1"
"MAST2"	"Mast2"	7428	"ENST00000361297_ENSG00000086015_MAST2"
"MAST3"	"Mast3"	66191	"ENST00000262811_ENSG00000099308_MAST3"
"MAST4"	"Mast4"	42094	"ENST00000403625_ENSG00000069020_MAST4"
"MASTL"	"Mastl"	12086	"ENST00000375940_ENSG00000120539_MASTL"
"MAT1A"	"Mat1a"	68057	"ENST00000372213_ENSG00000151224_MAT1A"
"MAT2A"	"Mat2a"	38112	"ENST00000306434_ENSG00000168906_MAT2A"
"MAT2B"	"Mat2b"	8323	"ENST00000280969_ENSG00000038274_MAT2B"
"MATK"	"Matk"	48104	"ENST00000395045_ENSG00000007264_MATK"
"MATN1"	"Matn1"	1783	"ENST00000373765_ENSG00000162510_MATN1"
"MATN2"	"Matn2"	20538	"ENST00000521689_ENSG00000132561_MATN2"
"MATN3"	"Matn3"	1785	"ENST00000407540_ENSG00000132031_MATN3"
"MATN4"	"Matn4"	2844	"ENST00000372756_ENSG00000124159_MATN4"
"MATR3"	"Matr3"	7830	"ENST00000361059_ENSG00000280987_MATR3"
"MAU2"	"Mau2"	12574	"ENST00000262815_ENSG00000129933_MAU2"
"MAVS"	"Mavs"	17004	"ENST00000428216_ENSG00000088888_MAVS"
"MAVS"	"D430028G21Rik"	17004	"ENST00000428216_ENSG00000088888_MAVS"
"MAX"	"Max"	1786	"ENST00000618858_ENSG00000125952_MAX"
"MAZ"	"Maz"	1787	"ENST00000219782_ENSG00000103495_MAZ"
"MB"	"Mb"	3916	"ENST00000397326_ENSG00000198125_MB"
"MB21D2"	"Mb21d2"	18614	"ENST00000392452_ENSG00000180611_MB21D2"
"MBD1"	"Mbd1"	8414	"ENST00000590208_ENSG00000141644_MBD1"
"MBD2"	"Mbd2"	2918	"ENST00000256429_ENSG00000134046_MBD2"
"MBD3"	"Mbd3"	2917	"ENST00000156825_ENSG00000071655_MBD3"
"MBD3L1"	"Mbd3l1"	12502	"ENST00000305625_ENSG00000170948_MBD3L1"
"MBD3L2"	"Mbd3l2"	44896	"ENST00000381393_ENSG00000230522_MBD3L2"
"MBD4"	"Mbd4"	2916	"ENST00000249910_ENSG00000129071_MBD4"
"MBD5"	"Mbd5"	81861	"ENST00000407073_ENSG00000204406_MBD5"
"MBD6"	"Mbd6"	14171	"ENST00000355673_ENSG00000166987_MBD6"
"MBIP"	"Mbip"	9576	"ENST00000416007_ENSG00000151332_MBIP"
"MBL2"	"Mbl2"	110436	"ENST00000373968_ENSG00000165471_MBL2"
"MBLAC1"	"Mblac1"	45596	"ENST00000398075_ENSG00000214309_MBLAC1"
"MBLAC1"	"BC038925"	45596	"ENST00000398075_ENSG00000214309_MBLAC1"
"MBLAC2"	"2900024O10Rik"	15174	"ENST00000316610_ENSG00000176055_MBLAC2"
"MBLAC2"	"Mblac2"	15174	"ENST00000316610_ENSG00000176055_MBLAC2"
"MBNL1"	"Mbnl1"	23186	"ENST00000463374_ENSG00000152601_MBNL1"
"MBNL2"	"Mbnl2"	76766	"ENST00000345429_ENSG00000139793_MBNL2"
"MBNL3"	"Mbnl3"	23101	"ENST00000370853_ENSG00000076770_MBNL3"
"MBOAT1"	"Mboat1"	57467	"ENST00000324607_ENSG00000172197_MBOAT1"
"MBOAT2"	"Mboat2"	6971	"ENST00000305997_ENSG00000143797_MBOAT2"
"MBOAT4"	"Mboat4"	19272	"ENST00000320542_ENSG00000177669_MBOAT4"
"MBOAT7"	"Leng4"	11510	"ENST00000338624_ENSG00000125505_MBOAT7"
"MBOAT7"	"Mboat7"	11510	"ENST00000338624_ENSG00000125505_MBOAT7"
"MBP"	"Mbp"	1788	"ENST00000382582_ENSG00000197971_MBP"
"MBTD1"	"Mbtd1"	41185	"ENST00000586178_ENSG00000011258_MBTD1"
"MBTPS1"	"Mbtps1"	2808	"ENST00000343411_ENSG00000140943_MBTPS1"
"MBTPS2"	"Mbtps2"	9287	"ENST00000379484_ENSG00000012174_MBTPS2"
"MC1R"	"Mc1r"	1789	"ENST00000555147_ENSG00000258839_MC1R"
"MC2R"	"Mc2r"	444	"ENST00000327606_ENSG00000185231_MC2R"
"MC3R"	"Mc3r"	7412	"ENST00000243911_ENSG00000124089_MC3R"
"MC4R"	"Mc4r"	4320	"ENST00000299766_ENSG00000166603_MC4R"
"MC5R"	"Mc5r"	4321	"ENST00000324750_ENSG00000176136_MC5R"
"MCAM"	"Mcam"	4742	"ENST00000264036_ENSG00000076706_MCAM"
"MCART1"	"Mcart1"	88487	NA
"MCART6"	"2810402A17Rik"	47795	NA
"MCAT"	"Mcat"	15511	"ENST00000290429_ENSG00000100294_MCAT"
"MCC"	"Mcc"	20539	"ENST00000408903_ENSG00000171444_MCC"
"MCCC1"	"Mccc1"	10603	"ENST00000265594_ENSG00000078070_MCCC1"
"MCCC2"	"Mccc2"	11145	"ENST00000340941_ENSG00000131844_MCCC2"
"MCEE"	"Mcee"	13078	"ENST00000244217_ENSG00000124370_MCEE"
"MCEMP1"	"Mcemp1"	52162	"ENST00000333598_ENSG00000183019_MCEMP1"
"MCF2"	"Mcf2"	3917	"ENST00000519895_ENSG00000101977_MCF2"
"MCF2L"	"Mcf2l"	11804	"ENST00000535094_ENSG00000126217_MCF2L"
"MCFD2"	"Mcfd2"	44552	"ENST00000409913_ENSG00000180398_MCFD2"
"MCHR1"	"Mchr1"	21097	"ENST00000249016_ENSG00000128285_MCHR1"
"MCIDAS"	"Mcidas"	83681	"ENST00000513312_ENSG00000234602_MCIDAS"
"MCL1"	"Mcl1"	7413	"ENST00000369026_ENSG00000143384_MCL1"
"MCM10"	"Mcm10"	41275	"ENST00000484800_ENSG00000065328_MCM10"
"MCM2"	"Mcm2"	3325	"ENST00000265056_ENSG00000073111_MCM2"
"MCM3"	"Mcm3"	1791	"ENST00000616552_ENSG00000112118_MCM3"
"MCM3AP"	"Mcm3ap"	2902	"ENST00000291688_ENSG00000160294_MCM3AP"
"MCM4"	"Mcm4"	40496	"ENST00000262105_ENSG00000104738_MCM4"
"MCM5"	"Mcm5"	4904	"ENST00000216122_ENSG00000100297_MCM5"
"MCM6"	"Mcm6"	4322	"ENST00000264156_ENSG00000076003_MCM6"
"MCM7"	"Mcm7"	4323	"ENST00000303887_ENSG00000166508_MCM7"
"MCM8"	"Mcm8"	12001	"ENST00000378886_ENSG00000125885_MCM8"
"MCM9"	"Mcm9"	13546	"ENST00000619706_ENSG00000111877_MCM9"
"MCMBP"	"Mcmbp"	11749	"ENST00000360003_ENSG00000197771_MCMBP"
"MCMDC2"	"Mcmdc2"	18309	"ENST00000422365_ENSG00000178460_MCMDC2"
"MCOLN1"	"Mcoln1"	10744	"ENST00000264079_ENSG00000090674_MCOLN1"
"MCOLN2"	"Mcoln2"	12258	"ENST00000370608_ENSG00000153898_MCOLN2"
"MCOLN3"	"Mcoln3"	10118	"ENST00000370589_ENSG00000055732_MCOLN3"
"MCPH1"	"Mcph1"	32586	"ENST00000344683_ENSG00000147316_MCPH1"
"MCRIP1"	"Mcrip1"	19571	"ENST00000572645_ENSG00000225663_MCRIP1"
"MCRIP2"	"Mcrip2"	12251	"ENST00000307650_ENSG00000172366_MCRIP2"
"MCRS1"	"Mcrs1"	4622	"ENST00000357123_ENSG00000187778_MCRS1"
"MCRS1"	"LOC666215"	4622	"ENST00000357123_ENSG00000187778_MCRS1"
"MCTP1"	"Mctp1"	75211	"ENST00000515393_ENSG00000175471_MCTP1"
"MCTP2"	"Mctp2"	69254	"ENST00000357742_ENSG00000140563_MCTP2"
"MCTS1"	"Mcts1"	5803	"ENST00000371315_ENSG00000232119_MCTS1"
"MCU"	"Mcu"	9916	"ENST00000373053_ENSG00000156026_MCU"
"MCUB"	"Mcub"	23056	"ENST00000394650_ENSG00000005059_MCUB"
"MCUR1"	"Mcur1"	134447	"ENST00000379170_ENSG00000050393_MCUR1"
"MDC1"	"Mdc1"	67092	"ENST00000376406_ENSG00000137337_MDC1"
"MDFI"	"Mdfi"	21150	"ENST00000373051_ENSG00000112559_MDFI"
"MDFIC"	"Mdfic"	18404	"ENST00000257724_ENSG00000135272_MDFIC"
"MDGA1"	"Mdga1"	17780	"ENST00000434837_ENSG00000112139_MDGA1"
"MDGA2"	"Mdga2"	45659	"ENST00000426342_ENSG00000139915_MDGA2"
"MDH1"	"Mdh1"	4324	"ENST00000539945_ENSG00000014641_MDH1"
"MDH1B"	"Mdh1b"	57110	"ENST00000374412_ENSG00000138400_MDH1B"
"MDH2"	"Mdh2"	55938	"ENST00000315758_ENSG00000146701_MDH2"
"MDK"	"Mdk"	1792	"ENST00000395566_ENSG00000110492_MDK"
"MDM1"	"Mdm1"	9692	"ENST00000303145_ENSG00000111554_MDM1"
"MDM2"	"Mdm2"	1793	"ENST00000258149_ENSG00000135679_MDM2"
"MDM4"	"Mdm4"	1794	"ENST00000367182_ENSG00000198625_MDM4"
"MDN1"	"Mdn1"	39689	"ENST00000369393_ENSG00000112159_MDN1"
"MDP-1"	"1810034K20Rik"	5846	NA
"MDP1"	"Mdp1"	5846	"ENST00000288087_ENSG00000213920_MDP1"
"MDS1"	"Mds1"	23306	NA
"ME1"	"Me1"	134785	"ENST00000369705_ENSG00000065833_ME1"
"ME1"	"Mod1"	20540	"ENST00000369705_ENSG00000065833_ME1"
"ME2"	"Me2"	37615	"ENST00000321341_ENSG00000082212_ME2"
"ME3"	"Me3"	100773	"ENST00000393324_ENSG00000151376_ME3"
